OrderID,CustomerID,ProductID,StoreID,OrderDate,Quantity,DiscountPct,PaymentMethod,OrderStatus,ShippingDays,SalesRep,Month,Year,Quarter,ProductName,Category,Brand,CostPrice,SellingPrice,CustomerName,Gender,Age,City,State,Segment,JoinDate,Revenue,DiscountAmount,FinalSales,Cost,Profit
522,425,61,STR002,12-02-2024,1,5,UPI,Delivered,3,Arun Prakash,February,2024,1,MX Master 5,Accessories,Logitech,43257,50291.08,Rahul Iyer,Male,28,Chennai,Tamil Nadu,Gold,27-03-2022,50291.08,2514.554,47776.526,43257,4519.526
523,437,43,STR002,05-01-2025,1,20,Debit Card,Delivered,7,Suresh Reddy,January,2025,1,UltraGear 3,Accessories,LG,7439,10002.48,Harini Sharma,Male,49,Hyderabad,Telangana,Premium,07-11-2022,10002.48,2000.496,8001.984,7439,562.984
524,382,14,STR003,15-08-2025,4,15,Debit Card,Delivered,4,Ramesh Kumar,August,2025,3,Galaxy 6,Phone,Samsung,37032,43405.83,Nisha Bose,Female,41,Bengaluru,Karnataka,Regular,19-08-2023,173623.32,26043.498,147579.822,148128,-548.178
525,454,20,STR003,26-04-2024,2,15,Cash,Delivered,4,Neha Kapoor,April,2024,2,Inspiron 4,Laptop,Dell,37246,44369.73,Priya Mohan,Female,23,Mumbai,Maharashtra,Regular,29-05-2024,88739.46,13310.919,75428.541,74492,936.541
526,188,22,STR002,25-05-2025,4,15,Credit Card,Delivered,5,Amit Shah,May,2025,2,Inspiron 6,Laptop,Dell,24181,32590.68,Nisha Krishnan,Female,54,Chennai,Tamil Nadu,Silver,31-03-2023,130362.72,19554.408,110808.312,96724,14084.312
527,5,40,STR003,28-04-2024,3,10,Credit Card,Delivered,7,Neha Kapoor,April,2024,2,ThinkPad 8,Laptop,Lenovo,16710,21643.37,Vivaan Sharma,Male,33,Chennai,Tamil Nadu,Regular,08-08-2024,64930.11,6493.011,58437.099,50130,8307.099
528,376,67,STR002,03-09-2025,2,15,UPI,Delivered,3,Suresh Reddy,September,2025,3,Nord 3,Phone,OnePlus,46349,54439.3,Aditya Das,Male,44,Delhi,Delhi,Premium,03-03-2024,108878.6,16331.79,92546.81,92698,-151.19
529,1,12,STR001,21-05-2025,1,20,Cash,Delivered,2,Suresh Reddy,May,2025,2,Galaxy 4,Phone,Samsung,49594,66314.65,Harini Krishnan,Female,46,Mumbai,Maharashtra,Silver,14-01-2023,66314.65,13262.93,53051.72,49594,3457.72
530,353,29,STR005,14-08-2024,4,20,UPI,Delivered,6,Arun Prakash,August,2024,3,Pavilion 5,Laptop,HP,50761,63234.29,Daniel Krishnan,Male,61,Hyderabad,Telangana,Regular,01-02-2024,252937.16,50587.432,202349.728,203044,-694.272
531,183,53,STR005,14-04-2024,2,10,Cash,Delivered,6,Amit Shah,April,2024,2,Airdopes 5,Accessories,Boat,21857,28526.76,Vikram Das,Female,44,Hyderabad,Telangana,Regular,19-10-2023,57053.52,5705.352,51348.168,43714,7634.168
532,92,51,STR004,07-11-2024,2,15,UPI,Delivered,1,Amit Shah,November,2024,4,Airdopes 3,Accessories,Boat,11515,15244.56,Daniel Das,Female,59,Chennai,Tamil Nadu,Silver,02-09-2022,30489.12,4573.368,25915.752,23030,2885.752
533,362,68,STR003,04-06-2024,3,15,Cash,Delivered,1,Arun Prakash,June,2024,2,Nord 4,Phone,OnePlus,19799,26436.28,Sai Verma,Female,58,Delhi,Delhi,Regular,10-03-2023,79308.84,11896.326,67412.514,59397,8015.514
534,484,35,STR002,03-08-2024,1,20,UPI,Delivered,4,Arun Prakash,August,2024,3,ThinkPad 3,Laptop,Lenovo,54042,64712.91,Kavya Reddy,Male,29,Hyderabad,Telangana,Regular,30-08-2022,64712.91,12942.582,51770.328,54042,-2271.672
535,223,36,STR002,12-06-2024,3,10,Debit Card,Delivered,3,Pooja Nair,June,2024,2,ThinkPad 4,Laptop,Lenovo,38664,51499.94,Aisha Gupta,Male,32,Bengaluru,Karnataka,Gold,25-09-2023,154499.82,15449.982,139049.838,115992,23057.838
536,456,62,STR004,05-10-2024,3,10,UPI,Delivered,3,Amit Shah,October,2024,4,MX Master 6,Accessories,Logitech,33247,42244.6,Aisha Sharma,Male,30,Delhi,Delhi,Silver,27-04-2022,126733.8,12673.38,114060.42,99741,14319.42
537,404,33,STR001,25-01-2025,2,10,Net Banking,Delivered,3,Arun Prakash,January,2025,1,ThinkPad 1,Laptop,Lenovo,44983,55548.02,Karthik Nair,Female,48,Bengaluru,Karnataka,Silver,13-11-2023,111096.04,11109.604,99986.436,89966,10020.436
538,11,44,STR005,04-09-2025,4,5,Debit Card,Delivered,3,Neha Kapoor,September,2025,3,UltraGear 4,Accessories,LG,12857,15175.36,Daniel Bose,Female,44,Mumbai,Maharashtra,Regular,05-03-2025,60701.44,3035.072,57666.368,51428,6238.368
539,466,31,STR004,15-11-2025,1,20,UPI,Delivered,6,Divya Iyer,November,2025,4,Pavilion 7,Laptop,HP,12151,13800.85,Ananya Sharma,Male,63,Bengaluru,Karnataka,Gold,07-07-2024,13800.85,2760.17,11040.68,12151,-1110.32
540,20,62,STR001,14-12-2024,1,10,Credit Card,Delivered,2,Suresh Reddy,December,2024,4,MX Master 6,Accessories,Logitech,33247,42244.6,Rohit Kumar,Female,54,Delhi,Delhi,Silver,01-03-2024,42244.6,4224.46,38020.14,33247,4773.14
541,230,55,STR002,27-10-2025,2,0,Debit Card,Delivered,5,Fatima Khan,October,2025,4,Airdopes 7,Accessories,Boat,12887,15380.68,Vivaan Bose,Female,41,Chennai,Tamil Nadu,Gold,08-02-2022,30761.36,0,30761.36,25774,4987.36
542,194,34,STR002,07-09-2025,2,10,Net Banking,Delivered,2,Divya Iyer,September,2025,3,ThinkPad 2,Laptop,Lenovo,30092,38217.77,Sneha Verma,Male,30,Bengaluru,Karnataka,Gold,01-05-2022,76435.54,7643.554,68791.986,60184,8607.986
543,491,11,STR002,27-01-2025,2,15,Net Banking,Delivered,7,Divya Iyer,January,2025,1,Galaxy 3,Phone,Samsung,31131,39819.44,Priya Gupta,Female,21,Hyderabad,Telangana,Silver,06-10-2024,79638.88,11945.832,67693.048,62262,5431.048
544,188,28,STR002,28-02-2025,3,15,Cash,Delivered,1,Ramesh Kumar,February,2025,1,Pavilion 4,Laptop,HP,59519,72623.16,Nisha Krishnan,Female,54,Chennai,Tamil Nadu,Silver,31-03-2023,217869.48,32680.422,185189.058,178557,6632.058
545,333,58,STR004,29-09-2024,4,10,UPI,Delivered,5,Neha Kapoor,September,2024,3,MX Master 2,Accessories,Logitech,37708,44869.98,Kavya Sharma,Male,19,Coimbatore,Tamil Nadu,Premium,06-06-2024,179479.92,17947.992,161531.928,150832,10699.928
546,326,39,STR003,04-08-2024,3,10,Net Banking,Delivered,7,Divya Iyer,August,2024,3,ThinkPad 7,Laptop,Lenovo,14846,18689.94,Aditya Iyer,Female,39,Coimbatore,Tamil Nadu,Gold,11-04-2025,56069.82,5606.982,50462.838,44538,5924.838
547,31,65,STR004,13-05-2024,2,20,Credit Card,Delivered,1,Ramesh Kumar,May,2024,2,Nord 1,Phone,OnePlus,13906,17731.91,Kavya Joseph,Male,48,Chennai,Tamil Nadu,Regular,30-09-2023,35463.82,7092.764,28371.056,27812,559.056
548,423,3,STR005,01-02-2025,4,10,Credit Card,Delivered,7,Ramesh Kumar,February,2025,1,iPhone 3,Phone,Apple,53442,70826.44,Vivaan Kumar,Female,65,Bengaluru,Karnataka,Silver,10-02-2022,283305.76,28330.576,254975.184,213768,41207.184
549,429,26,STR002,07-07-2025,1,5,UPI,Delivered,1,Ramesh Kumar,July,2025,3,Pavilion 2,Laptop,HP,47649,60375.45,Kavya Krishnan,Male,47,Coimbatore,Tamil Nadu,Gold,17-12-2022,60375.45,3018.7725,57356.6775,47649,9707.6775
550,492,3,STR001,26-02-2025,3,5,UPI,Delivered,7,Pooja Nair,February,2025,1,iPhone 3,Phone,Apple,53442,70826.44,Vivaan Krishnan,Male,61,Coimbatore,Tamil Nadu,Regular,15-07-2022,212479.32,10623.966,201855.354,160326,41529.354
551,75,3,STR002,14-12-2024,2,5,Credit Card,Delivered,1,Neha Kapoor,December,2024,4,iPhone 3,Phone,Apple,53442,70826.44,Priya Kumar,Male,34,Bengaluru,Karnataka,Premium,18-07-2022,141652.88,7082.644,134570.236,106884,27686.236
552,258,40,STR002,02-12-2024,4,5,Net Banking,Delivered,7,Amit Shah,December,2024,4,ThinkPad 8,Laptop,Lenovo,16710,21643.37,Harini Gupta,Male,57,Bengaluru,Karnataka,Gold,25-06-2023,86573.48,4328.674,82244.806,66840,15404.806
553,98,35,STR003,08-06-2024,2,0,Debit Card,Cancelled,3,Fatima Khan,June,2024,2,ThinkPad 3,Laptop,Lenovo,54042,64712.91,Harini Menon,Male,45,Mumbai,Maharashtra,Premium,11-05-2024,129425.82,0,129425.82,108084,21341.82
554,284,55,STR004,20-03-2025,1,20,Debit Card,Delivered,5,Arun Prakash,March,2025,1,Airdopes 7,Accessories,Boat,12887,15380.68,Rohit Menon,Male,29,Bengaluru,Karnataka,Regular,12-12-2022,15380.68,3076.136,12304.544,12887,-582.456
555,386,57,STR001,27-05-2025,4,10,Credit Card,Delivered,4,Pooja Nair,May,2025,2,MX Master 1,Accessories,Logitech,45634,51568.98,Vikram Kumar,Female,28,Hyderabad,Telangana,Silver,02-07-2022,206275.92,20627.592,185648.328,182536,3112.328
556,135,42,STR002,16-11-2024,3,5,Debit Card,Delivered,2,Fatima Khan,November,2024,4,UltraGear 2,Accessories,LG,59209,73923.31,Aarav Mohan,Male,44,Hyderabad,Telangana,Premium,27-10-2022,221769.93,11088.4965,210681.4335,177627,33054.4335
557,316,47,STR003,28-04-2025,2,15,Credit Card,Delivered,2,Divya Iyer,April,2025,2,UltraGear 7,Accessories,LG,4549,5454.61,Aisha Singh,Male,39,Delhi,Delhi,Gold,25-07-2023,10909.22,1636.383,9272.837,9098,174.837
558,124,27,STR004,30-07-2024,2,20,Debit Card,Delivered,6,Pooja Nair,July,2024,3,Pavilion 3,Laptop,HP,8050,9844.84,Aditya Iyer,Female,19,Bengaluru,Karnataka,Gold,21-03-2024,19689.68,3937.936,15751.744,16100,-348.256
559,24,45,STR003,22-12-2025,2,10,Debit Card,Delivered,7,Divya Iyer,December,2025,4,UltraGear 5,Accessories,LG,54174,70600.07,Daniel Nair,Female,56,Coimbatore,Tamil Nadu,Premium,24-08-2023,141200.14,14120.014,127080.126,108348,18732.126
560,152,22,STR001,05-04-2025,3,20,Debit Card,Delivered,3,Amit Shah,April,2025,2,Inspiron 6,Laptop,Dell,24181,32590.68,Vikram Gupta,Male,37,Mumbai,Maharashtra,Gold,29-09-2023,97772.04,19554.408,78217.632,72543,5674.632
561,75,47,STR003,29-09-2025,3,10,UPI,Delivered,4,Divya Iyer,September,2025,3,UltraGear 7,Accessories,LG,4549,5454.61,Priya Kumar,Male,34,Bengaluru,Karnataka,Premium,18-07-2022,16363.83,1636.383,14727.447,13647,1080.447
562,500,4,STR005,21-03-2024,3,10,Net Banking,Delivered,2,Arun Prakash,March,2024,1,iPhone 4,Phone,Apple,15478,18350.02,Aisha Krishnan,Female,41,Bengaluru,Karnataka,Gold,17-08-2024,55050.06,5505.006,49545.054,46434,3111.054
563,420,1,STR001,29-05-2025,1,15,Cash,Delivered,2,Fatima Khan,May,2025,2,iPhone 1,Phone,Apple,29899,37124.11,Sanjay Patel,Female,48,Hyderabad,Telangana,Premium,19-12-2023,37124.11,5568.6165,31555.4935,29899,1656.4935
564,329,41,STR002,14-11-2024,3,0,Debit Card,Delivered,1,Amit Shah,November,2024,4,UltraGear 1,Accessories,LG,22680,26326.2,Arjun Krishnan,Male,52,Hyderabad,Telangana,Regular,17-07-2024,78978.6,0,78978.6,68040,10938.6
565,186,71,STR005,29-09-2024,3,15,Net Banking,Delivered,4,Pooja Nair,September,2024,3,Nord 7,Phone,OnePlus,41947,53653.01,Vikram Krishnan,Female,21,Bengaluru,Karnataka,Premium,04-08-2022,160959.03,24143.8545,136815.1755,125841,10974.1755
566,361,10,STR002,23-02-2024,2,15,Debit Card,Delivered,4,Ramesh Kumar,February,2024,1,Galaxy 2,Phone,Samsung,55596,69389.02,Diya Sharma,Female,21,Coimbatore,Tamil Nadu,Premium,21-06-2022,138778.04,20816.706,117961.334,111192,6769.334
567,266,47,STR002,25-12-2025,3,15,Cash,Delivered,6,Ramesh Kumar,December,2025,4,UltraGear 7,Accessories,LG,4549,5454.61,Ananya Iyer,Female,29,Coimbatore,Tamil Nadu,Gold,24-02-2023,16363.83,2454.5745,13909.2555,13647,262.2555
568,368,28,STR001,08-12-2024,2,5,Credit Card,Delivered,2,Amit Shah,December,2024,4,Pavilion 4,Laptop,HP,59519,72623.16,Ananya Gupta,Female,20,Bengaluru,Karnataka,Premium,13-02-2024,145246.32,7262.316,137984.004,119038,18946.004
569,332,40,STR002,29-01-2025,3,20,Net Banking,Delivered,5,Ramesh Kumar,January,2025,1,ThinkPad 8,Laptop,Lenovo,16710,21643.37,Nisha Kumar,Female,50,Chennai,Tamil Nadu,Gold,09-09-2024,64930.11,12986.022,51944.088,50130,1814.088
570,338,64,STR005,23-05-2024,4,20,Credit Card,Delivered,5,Fatima Khan,May,2024,2,MX Master 8,Accessories,Logitech,19077,22552.91,Rohit Kumar,Male,41,Mumbai,Maharashtra,Gold,19-02-2022,90211.64,18042.328,72169.312,76308,-4138.688
571,377,26,STR003,12-07-2024,1,0,Cash,Delivered,2,Divya Iyer,July,2024,3,Pavilion 2,Laptop,HP,47649,60375.45,Arjun Reddy,Male,57,Mumbai,Maharashtra,Regular,20-09-2023,60375.45,0,60375.45,47649,12726.45
572,105,22,STR004,09-12-2024,2,20,Debit Card,Delivered,2,Pooja Nair,December,2024,4,Inspiron 6,Laptop,Dell,24181,32590.68,Kavya Bose,Male,21,Bengaluru,Karnataka,Premium,22-07-2024,65181.36,13036.272,52145.088,48362,3783.088
573,385,53,STR002,14-04-2024,3,10,Credit Card,Delivered,1,Suresh Reddy,April,2024,2,Airdopes 5,Accessories,Boat,21857,28526.76,Ananya Gupta,Male,35,Bengaluru,Karnataka,Regular,07-08-2023,85580.28,8558.028,77022.252,65571,11451.252
574,37,38,STR001,27-07-2024,4,0,Cash,Delivered,2,Suresh Reddy,July,2024,3,ThinkPad 6,Laptop,Lenovo,15218,19569.62,Harini Patel,Male,37,Mumbai,Maharashtra,Regular,11-09-2024,78278.48,0,78278.48,60872,17406.48
575,361,59,STR001,18-06-2025,2,5,UPI,Delivered,1,Pooja Nair,June,2025,2,MX Master 3,Accessories,Logitech,58402,76473.86,Diya Sharma,Female,21,Coimbatore,Tamil Nadu,Premium,21-06-2022,152947.72,7647.386,145300.334,116804,28496.334
576,472,54,STR003,11-03-2025,4,15,Net Banking,Returned,6,Suresh Reddy,March,2025,1,Airdopes 6,Accessories,Boat,59863,78446.03,Meera Menon,Female,19,Delhi,Delhi,Premium,07-12-2023,313784.12,47067.618,266716.502,239452,27264.502
577,262,56,STR001,25-08-2024,3,15,Cash,Delivered,1,Neha Kapoor,August,2024,3,Airdopes 8,Accessories,Boat,8348,10530.92,Priya Joseph,Male,41,Mumbai,Maharashtra,Gold,31-12-2022,31592.76,4738.914,26853.846,25044,1809.846
578,421,18,STR003,18-11-2025,3,0,Credit Card,Cancelled,1,Suresh Reddy,November,2025,4,Inspiron 2,Laptop,Dell,35819,48116.74,Sneha Gupta,Male,30,Delhi,Delhi,Silver,18-08-2024,144350.22,0,144350.22,107457,36893.22
579,303,71,STR003,29-08-2025,4,15,Net Banking,Delivered,3,Ramesh Kumar,August,2025,3,Nord 7,Phone,OnePlus,41947,53653.01,Harini Menon,Male,50,Delhi,Delhi,Regular,17-12-2024,214612.04,32191.806,182420.234,167788,14632.234
580,300,24,STR001,11-04-2025,2,5,Net Banking,Delivered,7,Arun Prakash,April,2025,2,Inspiron 8,Laptop,Dell,8182,9189.04,Daniel Verma,Male,31,Coimbatore,Tamil Nadu,Gold,19-06-2024,18378.08,918.904,17459.176,16364,1095.176
581,185,42,STR001,20-01-2025,4,5,UPI,Delivered,6,Suresh Reddy,January,2025,1,UltraGear 2,Accessories,LG,59209,73923.31,Sanjay Verma,Male,33,Hyderabad,Telangana,Regular,04-07-2024,295693.24,14784.662,280908.578,236836,44072.578
582,61,48,STR002,17-05-2025,2,10,Net Banking,Returned,4,Divya Iyer,May,2025,2,UltraGear 8,Accessories,LG,48390,63076.87,Harini Nair,Female,60,Delhi,Delhi,Premium,03-03-2023,126153.74,12615.374,113538.366,96780,16758.366
583,403,72,STR005,06-04-2025,1,15,Credit Card,Returned,7,Amit Shah,April,2025,2,Nord 8,Phone,OnePlus,47814,57070.17,Nisha Gupta,Male,44,Coimbatore,Tamil Nadu,Silver,16-02-2023,57070.17,8560.5255,48509.6445,47814,695.6445
584,413,67,STR003,24-02-2024,4,5,UPI,Returned,7,Pooja Nair,February,2024,1,Nord 3,Phone,OnePlus,46349,54439.3,Karthik Kumar,Female,32,Chennai,Tamil Nadu,Gold,02-12-2023,217757.2,10887.86,206869.34,185396,21473.34
585,278,25,STR001,29-06-2025,2,20,UPI,Delivered,1,Pooja Nair,June,2025,2,Pavilion 1,Laptop,HP,10516,13709.4,Sai Nair,Female,35,Delhi,Delhi,Gold,12-04-2023,27418.8,5483.76,21935.04,21032,903.04
586,14,40,STR001,26-06-2025,1,15,Credit Card,Delivered,4,Amit Shah,June,2025,2,ThinkPad 8,Laptop,Lenovo,16710,21643.37,Vivaan Gupta,Female,29,Chennai,Tamil Nadu,Silver,05-07-2024,21643.37,3246.5055,18396.8645,16710,1686.8645
587,298,62,STR005,26-09-2025,3,5,Debit Card,Delivered,2,Fatima Khan,September,2025,3,MX Master 6,Accessories,Logitech,33247,42244.6,Aisha Mohan,Male,35,Mumbai,Maharashtra,Regular,09-03-2024,126733.8,6336.69,120397.11,99741,20656.11
588,74,1,STR003,04-06-2025,1,15,Cash,Delivered,6,Fatima Khan,June,2025,2,iPhone 1,Phone,Apple,29899,37124.11,Kavya Iyer,Male,31,Hyderabad,Telangana,Silver,18-07-2022,37124.11,5568.6165,31555.4935,29899,1656.4935
589,347,47,STR003,05-06-2025,4,15,UPI,Delivered,6,Amit Shah,June,2025,2,UltraGear 7,Accessories,LG,4549,5454.61,Vivaan Singh,Female,37,Coimbatore,Tamil Nadu,Regular,16-03-2023,21818.44,3272.766,18545.674,18196,349.674
590,250,59,STR003,01-02-2025,2,5,Net Banking,Delivered,7,Divya Iyer,February,2025,1,MX Master 3,Accessories,Logitech,58402,76473.86,Aarav Sharma,Female,38,Chennai,Tamil Nadu,Gold,04-03-2025,152947.72,7647.386,145300.334,116804,28496.334
591,67,2,STR005,11-09-2025,2,0,Net Banking,Delivered,5,Neha Kapoor,September,2025,3,iPhone 2,Phone,Apple,35733,48219.76,Meera Patel,Male,44,Delhi,Delhi,Regular,17-06-2023,96439.52,0,96439.52,71466,24973.52
592,490,67,STR003,30-07-2025,2,20,Debit Card,Delivered,7,Arun Prakash,July,2025,3,Nord 3,Phone,OnePlus,46349,54439.3,Rahul Gupta,Female,56,Delhi,Delhi,Gold,19-03-2023,108878.6,21775.72,87102.88,92698,-5595.12
593,141,24,STR001,29-08-2025,3,15,Net Banking,Delivered,6,Pooja Nair,August,2025,3,Inspiron 8,Laptop,Dell,8182,9189.04,Rohit Kumar,Female,43,Bengaluru,Karnataka,Silver,01-10-2023,27567.12,4135.068,23432.052,24546,-1113.948
594,386,11,STR003,22-04-2024,2,0,Credit Card,Delivered,3,Ramesh Kumar,April,2024,2,Galaxy 3,Phone,Samsung,31131,39819.44,Vikram Kumar,Female,28,Hyderabad,Telangana,Silver,02-07-2022,79638.88,0,79638.88,62262,17376.88
595,254,1,STR002,26-05-2024,1,0,Debit Card,Delivered,4,Divya Iyer,May,2024,2,iPhone 1,Phone,Apple,29899,37124.11,Aditya Krishnan,Female,46,Hyderabad,Telangana,Premium,28-02-2024,37124.11,0,37124.11,29899,7225.11
596,216,24,STR001,12-08-2025,4,15,Net Banking,Delivered,7,Suresh Reddy,August,2025,3,Inspiron 8,Laptop,Dell,8182,9189.04,Vikram Kumar,Female,34,Chennai,Tamil Nadu,Silver,24-11-2022,36756.16,5513.424,31242.736,32728,-1485.264
597,375,36,STR002,04-10-2025,1,10,Credit Card,Delivered,4,Suresh Reddy,October,2025,4,ThinkPad 4,Laptop,Lenovo,38664,51499.94,Ananya Singh,Male,63,Chennai,Tamil Nadu,Silver,05-06-2024,51499.94,5149.994,46349.946,38664,7685.946
598,385,61,STR001,23-09-2025,3,0,UPI,Delivered,7,Divya Iyer,September,2025,3,MX Master 5,Accessories,Logitech,43257,50291.08,Ananya Gupta,Male,35,Bengaluru,Karnataka,Regular,07-08-2023,150873.24,0,150873.24,129771,21102.24
599,357,50,STR002,09-08-2025,2,10,UPI,Delivered,6,Fatima Khan,August,2025,3,Airdopes 2,Accessories,Boat,42372,47748.19,Rahul Gupta,Male,51,Hyderabad,Telangana,Gold,19-04-2022,95496.38,9549.638,85946.742,84744,1202.742
600,189,18,STR003,09-11-2024,1,0,UPI,Delivered,5,Pooja Nair,November,2024,4,Inspiron 2,Laptop,Dell,35819,48116.74,Aisha Menon,Male,22,Coimbatore,Tamil Nadu,Regular,30-11-2024,48116.74,0,48116.74,35819,12297.74
601,349,63,STR002,04-08-2024,2,10,Net Banking,Delivered,7,Neha Kapoor,August,2024,3,MX Master 7,Accessories,Logitech,3106,3650.12,Harini Kumar,Male,43,Coimbatore,Tamil Nadu,Gold,02-07-2023,7300.24,730.024,6570.216,6212,358.216
602,295,24,STR004,09-04-2025,3,5,Debit Card,Delivered,1,Amit Shah,April,2025,2,Inspiron 8,Laptop,Dell,8182,9189.04,Aarav Sharma,Female,50,Mumbai,Maharashtra,Regular,06-04-2024,27567.12,1378.356,26188.764,24546,1642.764
603,196,11,STR003,10-11-2025,2,5,Cash,Delivered,2,Pooja Nair,November,2025,4,Galaxy 3,Phone,Samsung,31131,39819.44,Harini Reddy,Male,30,Coimbatore,Tamil Nadu,Regular,06-08-2022,79638.88,3981.944,75656.936,62262,13394.936
604,133,52,STR003,18-10-2024,3,0,UPI,Delivered,1,Divya Iyer,October,2024,4,Airdopes 4,Accessories,Boat,43068,57726.31,Aditya Bose,Male,44,Coimbatore,Tamil Nadu,Gold,08-01-2022,173178.93,0,173178.93,129204,43974.93
605,152,22,STR004,15-11-2025,3,20,UPI,Cancelled,7,Divya Iyer,November,2025,4,Inspiron 6,Laptop,Dell,24181,32590.68,Vikram Gupta,Male,37,Mumbai,Maharashtra,Gold,29-09-2023,97772.04,19554.408,78217.632,72543,5674.632
606,379,62,STR005,16-05-2024,4,20,Net Banking,Returned,1,Fatima Khan,May,2024,2,MX Master 6,Accessories,Logitech,33247,42244.6,Meera Gupta,Male,46,Mumbai,Maharashtra,Gold,12-09-2023,168978.4,33795.68,135182.72,132988,2194.72
607,463,16,STR001,14-05-2025,4,0,Cash,Delivered,5,Fatima Khan,May,2025,2,Galaxy 8,Phone,Samsung,58000,76104.75,Daniel Patel,Female,64,Chennai,Tamil Nadu,Premium,05-08-2022,304419,0,304419,232000,72419
608,124,67,STR002,03-10-2024,3,20,Debit Card,Delivered,2,Pooja Nair,October,2024,4,Nord 3,Phone,OnePlus,46349,54439.3,Aditya Iyer,Female,19,Bengaluru,Karnataka,Gold,21-03-2024,163317.9,32663.58,130654.32,139047,-8392.68
609,66,15,STR004,01-04-2025,2,5,Debit Card,Returned,3,Neha Kapoor,April,2025,2,Galaxy 7,Phone,Samsung,38825,52336.67,Sneha Gupta,Male,39,Bengaluru,Karnataka,Premium,02-09-2024,104673.34,5233.667,99439.673,77650,21789.673
610,263,29,STR001,10-05-2025,1,15,Debit Card,Delivered,4,Neha Kapoor,May,2025,2,Pavilion 5,Laptop,HP,50761,63234.29,Sai Verma,Male,22,Delhi,Delhi,Regular,28-09-2023,63234.29,9485.1435,53749.1465,50761,2988.1465
611,321,10,STR001,12-09-2025,4,10,UPI,Delivered,6,Fatima Khan,September,2025,3,Galaxy 2,Phone,Samsung,55596,69389.02,Aditya Joseph,Female,45,Bengaluru,Karnataka,Gold,17-04-2024,277556.08,27755.608,249800.472,222384,27416.472
612,348,19,STR002,07-03-2024,2,10,Cash,Delivered,4,Arun Prakash,March,2024,1,Inspiron 3,Laptop,Dell,36419,44362.73,Harini Patel,Female,39,Hyderabad,Telangana,Premium,22-02-2023,88725.46,8872.546,79852.914,72838,7014.914
613,348,34,STR001,24-12-2024,4,15,UPI,Delivered,7,Divya Iyer,December,2024,4,ThinkPad 2,Laptop,Lenovo,30092,38217.77,Harini Patel,Female,39,Hyderabad,Telangana,Premium,22-02-2023,152871.08,22930.662,129940.418,120368,9572.418
614,163,58,STR005,09-03-2025,1,5,Credit Card,Delivered,2,Fatima Khan,March,2025,1,MX Master 2,Accessories,Logitech,37708,44869.98,Aisha Mohan,Male,39,Mumbai,Maharashtra,Premium,13-11-2024,44869.98,2243.499,42626.481,37708,4918.481
615,199,39,STR001,21-12-2024,2,15,Net Banking,Cancelled,4,Pooja Nair,December,2024,4,ThinkPad 7,Laptop,Lenovo,14846,18689.94,Karthik Nair,Male,64,Chennai,Tamil Nadu,Silver,23-10-2024,37379.88,5606.982,31772.898,29692,2080.898
616,216,4,STR002,16-01-2025,4,20,UPI,Delivered,6,Fatima Khan,January,2025,1,iPhone 4,Phone,Apple,15478,18350.02,Vikram Kumar,Female,34,Chennai,Tamil Nadu,Silver,24-11-2022,73400.08,14680.016,58720.064,61912,-3191.936
617,126,9,STR001,12-05-2024,4,20,Credit Card,Delivered,2,Suresh Reddy,May,2024,2,Galaxy 1,Phone,Samsung,24883,32840.12,Sai Krishnan,Male,29,Delhi,Delhi,Regular,19-07-2024,131360.48,26272.096,105088.384,99532,5556.384
618,67,60,STR004,31-03-2025,1,15,Credit Card,Delivered,4,Ramesh Kumar,March,2025,1,MX Master 4,Accessories,Logitech,17334,20959.66,Meera Patel,Male,44,Delhi,Delhi,Regular,17-06-2023,20959.66,3143.949,17815.711,17334,481.711
619,485,48,STR004,19-11-2025,1,20,Cash,Delivered,3,Pooja Nair,November,2025,4,UltraGear 8,Accessories,LG,48390,63076.87,Aarav Bose,Male,34,Chennai,Tamil Nadu,Regular,28-09-2024,63076.87,12615.374,50461.496,48390,2071.496
620,238,1,STR001,12-12-2024,4,10,Credit Card,Delivered,6,Amit Shah,December,2024,4,iPhone 1,Phone,Apple,29899,37124.11,Rohit Joseph,Female,27,Coimbatore,Tamil Nadu,Silver,29-07-2023,148496.44,14849.644,133646.796,119596,14050.796
621,222,62,STR003,07-04-2025,4,0,Cash,Cancelled,5,Suresh Reddy,April,2025,2,MX Master 6,Accessories,Logitech,33247,42244.6,Kavya Reddy,Female,34,Coimbatore,Tamil Nadu,Regular,04-02-2025,168978.4,0,168978.4,132988,35990.4
622,307,27,STR005,18-12-2024,4,10,UPI,Delivered,6,Pooja Nair,December,2024,4,Pavilion 3,Laptop,HP,8050,9844.84,Priya Kumar,Male,25,Chennai,Tamil Nadu,Regular,13-11-2024,39379.36,3937.936,35441.424,32200,3241.424
623,381,14,STR004,29-05-2024,3,20,Debit Card,Delivered,6,Neha Kapoor,May,2024,2,Galaxy 6,Phone,Samsung,37032,43405.83,Kavya Iyer,Male,28,Coimbatore,Tamil Nadu,Silver,07-04-2025,130217.49,26043.498,104173.992,111096,-6922.008
624,456,68,STR001,23-04-2024,4,20,UPI,Delivered,7,Amit Shah,April,2024,2,Nord 4,Phone,OnePlus,19799,26436.28,Aisha Sharma,Male,30,Delhi,Delhi,Silver,27-04-2022,105745.12,21149.024,84596.096,79196,5400.096
